latitud,longitud,rad_2019,rad_2023,delta_historico,cagr_pct,tendencia,zona_expansion,rad_2026,delta_vs_2023_2026,rad_2027,delta_vs_2023_2027,rad_2028,delta_vs_2023_2028,rad_2029,delta_vs_2023_2029,rad_2030,delta_vs_2023_2030,nivel_urbano
-11.8753,-77.06526,40.63,50.13,9.5,5.395,crecimiento_alto,0,57.96,7.82,60.33,10.2,62.71,12.58,65.08,14.95,67.46,17.33,urbano
-11.8753,-77.05684,43.52,47.53,4.01,2.225,crecimiento_moderado,0,48.99,1.46,49.99,2.46,50.99,3.46,51.99,4.47,52.99,5.47,urbano
-11.8753,-77.04842,40.43,42.1,1.67,1.019,crecimiento_moderado,0,41.9,-0.2,42.32,0.22,42.74,0.64,43.15,1.06,43.57,1.47,urbano
-11.8753,-77.04,68.07,73.77,5.69,2.028,crecimiento_moderado,0,78.52,4.76,79.95,6.18,81.37,7.6,82.79,9.03,84.22,10.45,urbano_denso
-11.8753,-77.03158,78.68,70.51,-8.17,-2.702,decrecimiento,0,57.62,-12.9,55.58,-14.94,53.54,-16.98,51.49,-19.02,49.45,-21.06,urbano_denso
-11.8753,-77.02316,60.7,55.23,-5.47,-2.335,decrecimiento,0,46.54,-8.69,45.17,-10.06,43.8,-11.43,42.43,-12.8,41.06,-14.16,urbano
-11.8753,-77.01474,24.59,33.1,8.51,7.715,crecimiento_alto,0,36.57,3.47,38.7,5.6,40.82,7.72,42.95,9.85,45.08,11.98,urbano
-11.8753,-77.00632,19.89,44.16,24.28,22.074,crecimiento_alto,0,61.62,17.46,67.69,23.52,73.76,29.59,79.82,35.66,85.89,41.73,urbano
-11.8753,-76.99789,12.61,25.19,12.58,18.89,crecimiento_alto,0,33.74,8.55,36.89,11.7,40.04,14.84,43.18,17.99,46.33,21.13,peri-urbano
-11.8753,-76.98947,3.92,6.07,2.14,11.519,crecimiento_alto,0,7.96,1.89,8.5,2.43,9.03,2.97,9.57,3.5,10.11,4.04,rural
-11.8753,-76.98105,3.32,5.22,1.91,12.034,crecimiento_alto,0,6.7,1.47,7.18,1.95,7.65,2.43,8.13,2.9,8.61,3.38,rural
-11.8753,-76.97263,3.69,5.94,2.25,12.632,crecimiento_alto,0,7.87,1.93,8.43,2.49,8.99,3.05,9.55,3.62,10.11,4.18,rural
-11.8753,-76.96421,13.97,19.97,6.0,9.341,crecimiento_alto,0,24.04,4.07,25.54,5.57,27.04,7.07,28.54,8.57,30.04,10.07,peri-urbano
-11.8753,-76.95579,20.47,35.67,15.2,14.894,crecimiento_alto,0,46.92,11.24,50.72,15.04,54.52,18.85,58.32,22.65,62.12,26.45,urbano
-11.8753,-76.94737,8.17,6.64,-1.53,-5.062,decrecimiento,0,5.87,-0.77,5.49,-1.15,5.1,-1.53,4.72,-1.91,4.34,-2.3,rural
-11.8753,-76.93895,2.69,3.8,1.11,9.004,crecimiento_alto,0,4.64,0.84,4.92,1.11,5.19,1.39,5.47,1.67,5.75,1.95,rural
-11.8753,-76.93053,1.89,2.76,0.86,9.84,crecimiento_alto,0,3.4,0.65,3.62,0.86,3.83,1.08,4.05,1.29,4.27,1.51,rural
-11.8753,-76.92211,1.68,2.49,0.81,10.306,crecimiento_alto,0,2.9,0.41,3.1,0.61,3.31,0.82,3.51,1.02,3.71,1.22,rural
-11.8753,-76.91368,1.16,1.78,0.61,11.134,crecimiento_alto,0,2.08,0.3,2.23,0.46,2.39,0.61,2.54,0.76,2.69,0.92,rural
-11.8753,-76.90526,0.99,1.27,0.28,6.424,crecimiento_alto,0,1.36,0.09,1.43,0.16,1.5,0.23,1.57,0.3,1.64,0.37,rural
-11.8753,-76.89684,0.86,1.04,0.18,4.839,crecimiento_moderado,0,1.08,0.04,1.12,0.08,1.17,0.13,1.21,0.17,1.26,0.22,rural
-11.8753,-76.88842,0.85,0.89,0.04,1.067,crecimiento_moderado,0,0.85,-0.04,0.86,-0.03,0.87,-0.02,0.88,-0.01,0.88,-0.0,rural
-11.8753,-76.88,0.83,0.88,0.05,1.577,crecimiento_moderado,0,0.83,-0.05,0.84,-0.04,0.85,-0.03,0.87,-0.01,0.88,0.0,rural
-11.8753,-76.87158,0.75,0.92,0.18,5.482,crecimiento_alto,0,0.0,-0.92,0.0,-0.92,0.0,-0.92,0.0,-0.92,0.0,-0.92,rural
-11.8753,-76.86316,0.74,0.89,0.15,4.733,crecimiento_moderado,0,0.0,-0.89,0.0,-0.89,0.0,-0.89,0.0,-0.89,0.0,-0.89,rural
-11.8753,-76.85474,0.75,0.88,0.12,3.864,crecimiento_moderado,0,0.0,-0.88,0.0,-0.88,0.0,-0.88,0.0,-0.88,0.0,-0.88,rural
-11.8753,-76.84632,0.58,0.74,0.16,6.409,crecimiento_alto,0,0.0,-0.74,0.0,-0.74,0.0,-0.74,0.0,-0.74,0.0,-0.74,rural
-11.8753,-76.83789,0.59,0.75,0.16,6.216,crecimiento_alto,0,0.0,-0.75,0.0,-0.75,0.0,-0.75,0.0,-0.75,0.0,-0.75,rural
-11.8753,-76.82947,0.52,0.64,0.12,5.342,crecimiento_alto,0,0.7,0.07,0.73,0.1,0.76,0.13,0.79,0.16,0.82,0.19,rural
-11.8753,-76.82105,0.57,0.64,0.07,3.027,crecimiento_moderado,0,0.0,-0.64,0.0,-0.64,0.0,-0.64,0.0,-0.64,0.0,-0.64,rural
-11.8753,-76.81263,0.0,0.54,0.0,381.7,crecimiento_alto,0,0.0,-0.54,0.0,-0.54,0.0,-0.54,0.0,-0.54,0.0,-0.54,rural
-11.8753,-76.80421,0.0,0.56,0.0,387.076,crecimiento_alto,0,0.0,-0.56,0.0,-0.56,0.0,-0.56,0.0,-0.56,0.0,-0.56,rural
-11.88373,-77.2,0.54,0.77,0.23,9.264,crecimiento_alto,0,0.0,-0.77,0.0,-0.77,0.0,-0.77,0.0,-0.77,0.0,-0.77,rural
-11.88373,-77.19158,0.59,2.53,1.94,44.048,crecimiento_alto,0,0.0,-2.53,0.0,-2.53,0.0,-2.53,0.0,-2.53,0.0,-2.53,rural
-11.88373,-77.18316,0.75,2.87,2.12,39.965,crecimiento_alto,0,0.0,-2.87,0.0,-2.87,0.0,-2.87,0.0,-2.87,0.0,-2.87,rural
-11.88373,-77.17474,1.98,3.45,1.47,14.92,crecimiento_alto,0,0.0,-3.45,0.0,-3.45,0.0,-3.45,0.0,-3.45,0.0,-3.45,rural
-11.88373,-77.16632,2.7,4.42,1.71,13.05,crecimiento_alto,0,4.76,0.35,5.19,0.77,5.62,1.2,6.05,1.63,6.48,2.06,rural
-11.88373,-77.15789,4.08,3.91,-0.16,-1.022,decrecimiento,0,4.35,0.44,4.31,0.39,4.27,0.35,4.23,0.31,4.18,0.27,rural
-11.88373,-77.14947,7.74,7.18,-0.56,-1.869,decrecimiento,0,6.83,-0.35,6.69,-0.49,6.55,-0.63,6.41,-0.77,6.27,-0.91,rural
-11.88373,-77.14105,28.92,26.72,-2.2,-1.956,decrecimiento,0,28.73,2.01,28.18,1.46,27.63,0.91,27.08,0.36,26.53,-0.19,peri-urbano
-11.88373,-77.13263,73.54,75.49,1.95,0.657,estable,0,76.23,0.74,76.72,1.23,77.21,1.72,77.7,2.2,78.19,2.69,urbano_denso
-11.88373,-77.12421,41.53,42.53,1.0,0.596,estable,0,43.05,0.52,43.3,0.77,43.55,1.02,43.8,1.27,44.05,1.52,urbano
-11.88373,-77.11579,32.53,33.05,0.52,0.399,estable,0,33.11,0.06,33.24,0.19,33.37,0.32,33.5,0.45,33.63,0.58,urbano
-11.88373,-77.10737,11.86,13.04,1.18,2.41,crecimiento_moderado,0,13.85,0.81,14.14,1.1,14.44,1.4,14.74,1.7,15.03,1.99,peri-urbano
-11.88373,-77.09895,13.24,16.17,2.93,5.12,crecimiento_alto,0,17.51,1.34,18.24,2.07,18.97,2.81,19.7,3.54,20.44,4.27,peri-urbano
-11.88373,-77.09053,15.13,15.9,0.77,1.249,crecimiento_moderado,0,15.14,-0.76,15.33,-0.56,15.53,-0.37,15.72,-0.18,15.91,0.01,peri-urbano
-11.88373,-77.08211,42.1,40.09,-2.02,-1.221,decrecimiento,0,35.24,-4.85,34.73,-5.35,34.23,-5.86,33.72,-6.36,33.22,-6.87,urbano
-11.88373,-77.07368,72.81,77.97,5.16,1.727,crecimiento_moderado,0,79.75,1.78,81.04,3.07,82.33,4.36,83.62,5.65,84.91,6.94,urbano_denso
-11.88373,-77.06526,47.29,34.65,-12.64,-7.48,decrecimiento,0,25.67,-8.98,22.51,-12.14,19.36,-15.3,16.2,-18.46,13.04,-21.62,urbano
-11.88373,-77.05684,35.81,32.93,-2.89,-2.078,decrecimiento,0,32.46,-0.47,31.74,-1.19,31.01,-1.92,30.29,-2.64,29.57,-3.36,urbano
-11.88373,-77.04842,50.38,62.92,12.53,5.711,crecimiento_alto,0,74.33,11.42,77.47,14.55,80.6,17.68,83.73,20.82,86.87,23.95,urbano_denso
-11.88373,-77.04,64.01,88.67,24.65,8.485,crecimiento_alto,0,101.59,12.92,107.75,19.08,113.91,25.25,120.08,31.41,126.24,37.57,urbano_denso
-11.88373,-77.03158,70.69,67.38,-3.31,-1.19,decrecimiento,0,59.2,-8.18,58.37,-9.01,57.54,-9.84,56.72,-10.66,55.89,-11.49,urbano_denso
-11.88373,-77.02316,35.4,43.24,7.84,5.13,crecimiento_alto,0,47.28,4.04,49.24,6.0,51.2,7.96,53.16,9.92,55.12,11.88,urbano
-11.88373,-77.01474,10.51,15.58,5.08,10.355,crecimiento_alto,0,19.25,3.67,20.52,4.94,21.79,6.21,23.06,7.48,24.33,8.74,peri-urbano
-11.88373,-77.00632,6.55,11.75,5.2,15.721,crecimiento_alto,0,15.39,3.64,16.69,4.94,17.99,6.24,19.28,7.54,20.58,8.84,peri-urbano
-11.88373,-76.99789,5.17,9.02,3.85,14.944,crecimiento_alto,0,12.18,3.16,13.14,4.12,14.1,5.08,15.06,6.05,16.03,7.01,rural
-11.88373,-76.98947,3.84,6.3,2.46,13.205,crecimiento_alto,0,8.17,1.87,8.79,2.49,9.4,3.11,10.02,3.72,10.64,4.34,rural
-11.88373,-76.98105,4.16,6.09,1.93,9.976,crecimiento_alto,0,7.81,1.73,8.29,2.21,8.78,2.69,9.26,3.17,9.74,3.65,rural
-11.88373,-76.97263,11.61,14.32,2.71,5.391,crecimiento_alto,0,15.15,0.83,15.82,1.51,16.5,2.18,17.18,2.86,17.86,3.54,peri-urbano
-11.88373,-76.96421,30.2,36.43,6.23,4.804,crecimiento_moderado,0,38.69,2.26,40.25,3.82,41.81,5.37,43.37,6.93,44.93,8.49,urbano
-11.88373,-76.95579,10.36,11.76,1.39,3.206,crecimiento_moderado,0,12.87,1.12,13.22,1.46,13.57,1.81,13.92,2.16,14.27,2.51,peri-urbano
-11.88373,-76.94737,4.36,6.74,2.38,11.53,crecimiento_alto,0,8.89,2.15,9.49,2.75,10.08,3.34,10.68,3.94,11.28,4.54,rural
-11.88373,-76.93895,2.59,4.28,1.69,13.35,crecimiento_alto,0,5.71,1.43,6.13,1.86,6.55,2.28,6.98,2.7,7.4,3.12,rural
-11.88373,-76.93053,2.04,3.08,1.04,10.806,crecimiento_alto,0,3.79,0.71,4.05,0.97,4.31,1.23,4.57,1.49,4.83,1.75,rural
-11.88373,-76.92211,1.78,2.27,0.49,6.3,crecimiento_alto,0,2.56,0.29,2.68,0.41,2.81,0.53,2.93,0.66,3.05,0.78,rural
-11.88373,-76.91368,1.19,1.88,0.69,12.125,crecimiento_alto,0,2.33,0.45,2.51,0.62,2.68,0.8,2.85,0.97,3.02,1.14,rural
-11.88373,-76.90526,1.12,1.77,0.66,12.238,crecimiento_alto,0,2.05,0.28,2.22,0.44,2.38,0.61,2.54,0.77,2.71,0.93,rural
-11.88373,-76.89684,0.93,1.48,0.55,12.355,crecimiento_alto,0,1.75,0.28,1.89,0.41,2.03,0.55,2.16,0.69,2.3,0.83,rural
-11.88373,-76.88842,0.98,0.98,0.01,0.224,estable,0,0.96,-0.03,0.96,-0.03,0.96,-0.02,0.96,-0.02,0.96,-0.02,rural
-11.88373,-76.88,0.87,0.96,0.09,2.578,crecimiento_moderado,0,0.98,0.01,1.0,0.04,1.02,0.06,1.05,0.08,1.07,0.11,rural
-11.88373,-76.87158,0.95,1.12,0.17,4.163,crecimiento_moderado,0,1.16,0.04,1.2,0.08,1.25,0.12,1.29,0.17,1.33,0.21,rural
-11.88373,-76.86316,0.8,1.08,0.28,7.749,crecimiento_alto,0,1.25,0.18,1.32,0.25,1.39,0.31,1.46,0.38,1.53,0.45,rural
-11.88373,-76.85474,0.73,0.96,0.23,7.103,crecimiento_alto,0,1.06,0.1,1.12,0.16,1.18,0.22,1.24,0.27,1.3,0.33,rural
-11.88373,-76.84632,0.83,0.94,0.11,3.168,crecimiento_moderado,0,0.92,-0.02,0.95,0.0,0.98,0.03,1.0,0.06,1.03,0.09,rural
-11.88373,-76.83789,0.71,0.95,0.24,7.562,crecimiento_alto,0,0.0,-0.95,0.0,-0.95,0.0,-0.95,0.0,-0.95,0.0,-0.95,rural
-11.88373,-76.82947,0.62,0.67,0.05,1.848,crecimiento_moderado,0,0.66,-0.01,0.67,-0.0,0.68,0.01,0.69,0.02,0.7,0.03,rural
-11.88373,-76.82105,0.0,0.6,0.0,394.618,crecimiento_alto,0,0.0,-0.6,0.0,-0.6,0.0,-0.6,0.0,-0.6,0.0,-0.6,rural
-11.88373,-76.81263,0.0,0.54,0.0,382.703,crecimiento_alto,0,0.0,-0.54,0.0,-0.54,0.0,-0.54,0.0,-0.54,0.0,-0.54,rural
-11.88373,-76.80421,0.53,0.67,0.14,6.246,crecimiento_alto,0,0.0,-0.67,0.0,-0.67,0.0,-0.67,0.0,-0.67,0.0,-0.67,rural
-11.89217,-77.2,0.72,0.63,-0.09,-3.31,decrecimiento,0,0.0,-0.63,0.0,-0.63,0.0,-0.63,0.0,-0.63,0.0,-0.63,rural
-11.89217,-77.19158,0.61,2.5,1.89,42.027,crecimiento_alto,0,0.0,-2.5,0.0,-2.5,0.0,-2.5,0.0,-2.5,0.0,-2.5,rural
-11.89217,-77.18316,0.83,3.76,2.93,45.907,crecimiento_alto,0,0.0,-3.76,0.0,-3.76,0.0,-3.76,0.0,-3.76,0.0,-3.76,rural
-11.89217,-77.17474,1.87,3.63,1.76,18.004,crecimiento_alto,0,0.0,-3.63,0.0,-3.63,0.0,-3.63,0.0,-3.63,0.0,-3.63,rural
-11.89217,-77.16632,2.32,3.41,1.09,10.098,crecimiento_alto,0,3.42,0.01,3.69,0.28,3.96,0.55,4.23,0.82,4.5,1.1,rural
-11.89217,-77.15789,3.36,4.29,0.92,6.253,crecimiento_alto,0,5.74,1.45,5.97,1.68,6.2,1.91,6.43,2.14,6.66,2.38,rural
-11.89217,-77.14947,6.27,6.21,-0.06,-0.242,estable,0,6.97,0.76,6.95,0.74,6.94,0.73,6.92,0.71,6.91,0.7,rural
-11.89217,-77.14105,16.46,22.83,6.37,8.52,crecimiento_alto,0,25.4,2.58,27.0,4.17,28.59,5.76,30.18,7.35,31.77,8.94,peri-urbano
-11.89217,-77.13263,65.49,60.78,-4.71,-1.848,decrecimiento,0,55.82,-4.96,54.64,-6.14,53.46,-7.32,52.29,-8.49,51.11,-9.67,urbano_denso
-11.89217,-77.12421,14.75,17.42,2.67,4.247,crecimiento_moderado,0,20.0,2.58,20.67,3.25,21.34,3.92,22.0,4.58,22.67,5.25,peri-urbano
-11.89217,-77.11579,13.44,17.72,4.28,7.152,crecimiento_alto,0,20.9,3.18,21.97,4.25,23.04,5.32,24.11,6.39,25.18,7.46,peri-urbano
-11.89217,-77.10737,16.48,16.29,-0.19,-0.288,estable,0,16.0,-0.29,15.95,-0.33,15.91,-0.38,15.86,-0.43,15.81,-0.48,peri-urbano
-11.89217,-77.09895,11.01,11.12,0.11,0.239,estable,0,10.6,-0.52,10.63,-0.49,10.65,-0.46,10.68,-0.44,10.71,-0.41,peri-urbano
-11.89217,-77.09053,12.53,13.82,1.29,2.48,crecimiento_moderado,0,13.32,-0.51,13.64,-0.18,13.96,0.14,14.28,0.46,14.61,0.78,peri-urbano
-11.89217,-77.08211,18.26,19.06,0.8,1.078,crecimiento_moderado,0,17.71,-1.35,17.91,-1.15,18.11,-0.95,18.31,-0.75,18.51,-0.55,peri-urbano
-11.89217,-77.07368,44.61,73.76,29.15,13.396,crecimiento_alto,0,88.87,15.11,96.15,22.4,103.44,29.68,110.73,36.97,118.02,44.26,urbano_denso
-11.89217,-77.06526,46.79,53.3,6.51,3.308,crecimiento_moderado,0,59.34,6.04,60.96,7.67,62.59,9.29,64.22,10.92,65.84,12.54,urbano
-11.89217,-77.05684,42.5,59.81,17.31,8.915,crecimiento_alto,0,74.57,14.76,78.89,19.09,83.22,23.41,87.55,27.74,91.87,32.07,urbano
-11.89217,-77.04842,76.03,83.84,7.81,2.474,crecimiento_moderado,0,80.9,-2.94,82.85,-0.99,84.8,0.96,86.76,2.92,88.71,4.87,urbano_denso
-11.89217,-77.04,92.23,89.94,-2.28,-0.625,estable,0,80.86,-9.08,80.29,-9.65,79.72,-10.22,79.15,-10.79,78.58,-11.36,urbano_denso
-11.89217,-77.03158,66.04,53.29,-12.75,-5.223,decrecimiento,0,38.77,-14.51,35.58,-17.7,32.4,-20.89,29.21,-24.08,26.02,-27.27,urbano
-11.89217,-77.02316,29.9,40.16,10.26,7.652,crecimiento_alto,0,47.55,7.39,50.11,9.95,52.68,12.52,55.24,15.08,57.81,17.65,urbano
-11.89217,-77.01474,7.82,14.23,6.41,16.144,crecimiento_alto,0,18.73,4.5,20.33,6.1,21.93,7.71,23.54,9.31,25.14,10.91,peri-urbano
-11.89217,-77.00632,5.19,8.56,3.37,13.316,crecimiento_alto,0,11.09,2.53,11.94,3.37,12.78,4.22,13.62,5.06,14.46,5.9,rural
-11.89217,-76.99789,4.39,7.17,2.78,13.06,crecimiento_alto,0,9.12,1.95,9.81,2.65,10.51,3.34,11.2,4.04,11.9,4.73,rural
-11.89217,-76.98947,7.14,9.41,2.27,7.135,crecimiento_alto,0,10.53,1.12,11.1,1.69,11.67,2.25,12.23,2.82,12.8,3.39,rural
-11.89217,-76.98105,17.23,18.38,1.15,1.632,crecimiento_moderado,0,20.26,1.88,20.55,2.17,20.84,2.46,21.13,2.74,21.42,3.03,peri-urbano
-11.89217,-76.97263,29.17,30.1,0.93,0.784,estable,0,28.76,-1.34,28.99,-1.11,29.22,-0.88,29.45,-0.65,29.68,-0.41,urbano
-11.89217,-76.96421,54.67,56.91,2.23,1.005,crecimiento_moderado,0,51.76,-5.14,52.32,-4.58,52.88,-4.03,53.44,-3.47,54.0,-2.91,urbano
-11.89217,-76.95579,12.77,18.89,6.12,10.289,crecimiento_alto,0,22.73,3.84,24.26,5.37,25.8,6.9,27.33,8.43,28.86,9.97,peri-urbano
-11.89217,-76.94737,25.01,23.6,-1.42,-1.446,decrecimiento,0,22.33,-1.27,21.97,-1.62,21.62,-1.98,21.27,-2.33,20.91,-2.68,peri-urbano
-11.89217,-76.93895,8.67,10.2,1.53,4.14,crecimiento_moderado,0,13.01,2.81,13.39,3.19,13.77,3.57,14.15,3.95,14.53,4.33,peri-urbano
-11.89217,-76.93053,2.49,3.96,1.46,12.245,crecimiento_alto,0,5.36,1.41,5.73,1.77,6.1,2.14,6.46,2.5,6.83,2.87,rural
-11.89217,-76.92211,1.84,2.72,0.88,10.273,crecimiento_alto,0,3.37,0.66,3.59,0.88,3.81,1.1,4.03,1.32,4.25,1.54,rural
-11.89217,-76.91368,1.5,2.11,0.61,8.846,crecimiento_alto,0,2.45,0.34,2.6,0.49,2.75,0.64,2.9,0.79,3.05,0.94,rural
-11.89217,-76.90526,1.2,1.81,0.61,10.807,crecimiento_alto,0,2.15,0.34,2.3,0.49,2.46,0.64,2.61,0.8,2.76,0.95,rural
-11.89217,-76.89684,1.15,1.42,0.27,5.344,crecimiento_alto,0,1.46,0.05,1.53,0.11,1.6,0.18,1.66,0.25,1.73,0.31,rural
-11.89217,-76.88842,1.12,1.57,0.46,9.001,crecimiento_alto,0,1.76,0.19,1.88,0.3,1.99,0.42,2.11,0.53,2.22,0.65,rural
-11.89217,-76.88,1.01,1.21,0.2,4.544,crecimiento_moderado,0,1.35,0.14,1.4,0.19,1.45,0.24,1.5,0.29,1.55,0.34,rural
-11.89217,-76.87158,1.05,1.31,0.26,5.672,crecimiento_alto,0,1.41,0.1,1.47,0.17,1.54,0.23,1.6,0.3,1.67,0.36,rural
-11.89217,-76.86316,0.91,1.31,0.4,9.61,crecimiento_alto,0,1.55,0.24,1.65,0.34,1.75,0.44,1.85,0.54,1.95,0.64,rural
-11.89217,-76.85474,0.9,1.09,0.19,4.902,crecimiento_moderado,0,1.11,0.03,1.16,0.07,1.21,0.12,1.25,0.17,1.3,0.22,rural
-11.89217,-76.84632,0.94,1.11,0.17,4.225,crecimiento_moderado,0,1.07,-0.04,1.11,0.0,1.15,0.04,1.19,0.09,1.24,0.13,rural
-11.89217,-76.83789,0.69,0.88,0.19,6.367,crecimiento_alto,0,0.0,-0.88,0.0,-0.88,0.0,-0.88,0.0,-0.88,0.0,-0.88,rural
-11.89217,-76.82947,0.62,0.72,0.1,3.937,crecimiento_moderado,0,0.75,0.03,0.78,0.05,0.8,0.08,0.83,0.11,0.85,0.13,rural
-11.89217,-76.82105,0.6,0.84,0.24,8.74,crecimiento_alto,0,0.0,-0.84,0.0,-0.84,0.0,-0.84,0.0,-0.84,0.0,-0.84,rural
-11.89217,-76.81263,0.65,0.64,-0.0,-0.105,estable,0,0.0,-0.64,0.0,-0.64,0.0,-0.64,0.0,-0.64,0.0,-0.64,rural
-11.89217,-76.80421,0.67,0.67,-0.0,-0.121,estable,0,0.0,-0.67,0.0,-0.67,0.0,-0.67,0.0,-0.67,0.0,-0.67,rural
-11.9006,-77.2,0.57,2.6,2.02,46.005,crecimiento_alto,0,0.0,-2.6,0.0,-2.6,0.0,-2.6,0.0,-2.6,0.0,-2.6,rural
-11.9006,-77.19158,0.65,2.66,2.01,42.199,crecimiento_alto,0,0.0,-2.66,0.0,-2.66,0.0,-2.66,0.0,-2.66,0.0,-2.66,rural
-11.9006,-77.18316,0.61,0.89,0.28,9.816,crecimiento_alto,0,0.0,-0.89,0.0,-0.89,0.0,-0.89,0.0,-0.89,0.0,-0.89,rural
-11.9006,-77.17474,1.82,3.74,1.91,19.66,crecimiento_alto,0,0.0,-3.74,0.0,-3.74,0.0,-3.74,0.0,-3.74,0.0,-3.74,rural
-11.9006,-77.16632,2.35,3.78,1.43,12.574,crecimiento_alto,0,0.0,-3.78,0.0,-3.78,0.0,-3.78,0.0,-3.78,0.0,-3.78,rural
-11.9006,-77.15789,4.52,4.1,-0.42,-2.384,decrecimiento,0,10.96,6.86,10.86,6.76,10.76,6.65,10.65,6.55,10.55,6.44,rural
-11.9006,-77.14947,6.62,5.59,-1.03,-4.143,decrecimiento,0,4.27,-1.31,4.01,-1.57,3.76,-1.83,3.5,-2.09,3.24,-2.34,rural
-11.9006,-77.14105,9.15,14.7,5.56,12.599,crecimiento_alto,0,18.49,3.79,19.88,5.18,21.27,6.57,22.66,7.96,24.05,9.35,peri-urbano
-11.9006,-77.13263,28.8,22.72,-6.08,-5.754,decrecimiento,0,13.38,-9.34,11.86,-10.86,10.34,-12.38,8.82,-13.9,7.3,-15.42,peri-urbano
-11.9006,-77.12421,11.97,14.36,2.4,4.674,crecimiento_moderado,0,16.15,1.78,16.75,2.38,17.35,2.98,17.95,3.58,18.55,4.18,peri-urbano
-11.9006,-77.11579,19.13,20.84,1.71,2.159,crecimiento_moderado,0,20.31,-0.53,20.73,-0.1,21.16,0.32,21.59,0.75,22.01,1.18,peri-urbano
-11.9006,-77.10737,17.54,17.64,0.11,0.152,estable,0,17.66,0.02,17.69,0.04,17.71,0.07,17.74,0.1,17.77,0.12,peri-urbano
-11.9006,-77.09895,9.04,11.62,2.59,6.499,crecimiento_alto,0,12.47,0.84,13.12,1.49,13.76,2.14,14.41,2.78,15.06,3.43,peri-urbano
-11.9006,-77.09053,10.88,14.51,3.63,7.456,crecimiento_alto,0,16.31,1.8,17.22,2.71,18.12,3.61,19.03,4.52,19.93,5.43,peri-urbano
-11.9006,-77.08211,23.93,33.32,9.39,8.626,crecimiento_alto,0,40.34,7.02,42.69,9.37,45.04,11.72,47.39,14.07,49.73,16.41,urbano
-11.9006,-77.07368,36.12,46.84,10.73,6.719,crecimiento_alto,0,53.07,6.23,55.75,8.91,58.44,11.59,61.12,14.28,63.8,16.96,urbano
-11.9006,-77.06526,46.5,49.34,2.83,1.49,crecimiento_moderado,0,50.7,1.37,51.41,2.08,52.12,2.78,52.83,3.49,53.54,4.2,urbano
-11.9006,-77.05684,63.8,70.5,6.7,2.529,crecimiento_moderado,0,74.8,4.29,76.47,5.97,78.15,7.65,79.83,9.32,81.5,11.0,urbano_denso
-11.9006,-77.04842,66.34,93.08,26.74,8.836,crecimiento_alto,0,105.16,12.07,111.84,18.76,118.53,25.44,125.21,32.13,131.9,38.82,urbano_denso
-11.9006,-77.04,74.64,71.52,-3.12,-1.061,decrecimiento,0,64.06,-7.46,63.28,-8.23,62.5,-9.01,61.72,-9.79,60.94,-10.57,urbano_denso
-11.9006,-77.03158,49.24,44.57,-4.67,-2.458,decrecimiento,0,36.34,-8.23,35.17,-9.4,34.01,-10.56,32.84,-11.73,31.67,-12.9,urbano
-11.9006,-77.02316,21.78,27.0,5.21,5.51,crecimiento_alto,0,28.74,1.74,30.04,3.05,31.35,4.35,32.65,5.65,33.95,6.96,peri-urbano
-11.9006,-77.01474,20.74,25.33,4.59,5.13,crecimiento_alto,0,25.66,0.33,26.81,1.47,27.95,2.62,29.1,3.77,30.25,4.92,peri-urbano
-11.9006,-77.00632,10.2,11.91,1.71,3.953,crecimiento_moderado,0,12.72,0.81,13.15,1.24,13.58,1.67,14.0,2.09,14.43,2.52,peri-urbano
-11.9006,-76.99789,4.9,9.49,4.59,17.977,crecimiento_alto,0,12.62,3.12,13.76,4.27,14.91,5.42,16.06,6.57,17.21,7.72,rural
-11.9006,-76.98947,9.55,13.14,3.59,8.309,crecimiento_alto,0,15.89,2.74,16.78,3.64,17.68,4.54,18.58,5.44,19.48,6.34,peri-urbano
-11.9006,-76.98105,42.46,47.57,5.11,2.881,crecimiento_moderado,0,47.32,-0.25,48.6,1.03,49.88,2.31,51.15,3.58,52.43,4.86,urbano
-11.9006,-76.97263,45.24,55.38,10.14,5.187,crecimiento_alto,0,57.02,1.63,59.55,4.17,62.09,6.7,64.62,9.24,67.16,11.78,urbano
-11.9006,-76.96421,32.96,38.32,5.37,3.843,crecimiento_moderado,0,40.84,2.52,42.18,3.86,43.52,5.2,44.86,6.54,46.21,7.88,urbano
-11.9006,-76.95579,22.35,34.41,12.06,11.39,crecimiento_alto,0,40.26,5.85,43.28,8.87,46.29,11.88,49.31,14.9,52.32,17.91,urbano
-11.9006,-76.94737,25.27,37.32,12.05,10.241,crecimiento_alto,0,43.2,5.88,46.21,8.89,49.22,11.91,52.24,14.92,55.25,17.93,urbano
-11.9006,-76.93895,9.1,12.62,3.52,8.515,crecimiento_alto,0,15.42,2.8,16.3,3.68,17.18,4.56,18.06,5.44,18.94,6.32,peri-urbano
-11.9006,-76.93053,3.22,4.4,1.18,8.129,crecimiento_alto,0,5.42,1.02,5.72,1.32,6.01,1.61,6.31,1.91,6.6,2.2,rural
-11.9006,-76.92211,2.14,3.29,1.16,11.443,crecimiento_alto,0,4.07,0.77,4.36,1.06,4.64,1.35,4.93,1.64,5.22,1.93,rural
-11.9006,-76.91368,1.75,2.81,1.06,12.591,crecimiento_alto,0,3.46,0.65,3.73,0.92,3.99,1.18,4.26,1.45,4.52,1.71,rural
