latitud,longitud,rad_2019,rad_2023,delta_historico,cagr_pct,tendencia,zona_expansion,rad_2026,delta_vs_2023_2026,rad_2027,delta_vs_2023_2027,rad_2028,delta_vs_2023_2028,rad_2029,delta_vs_2023_2029,rad_2030,delta_vs_2023_2030,nivel_urbano
-12.10301,-76.91368,5.65,7.22,1.57,6.307,crecimiento_alto,0,7.97,0.75,8.36,1.15,8.75,1.54,9.14,1.93,9.54,2.32,rural
-12.10301,-76.90526,4.47,6.54,2.06,9.95,crecimiento_alto,0,7.93,1.39,8.44,1.9,8.96,2.42,9.47,2.94,9.99,3.45,rural
-12.10301,-76.89684,9.86,30.54,20.68,32.655,crecimiento_alto,0,41.89,11.34,47.06,16.51,52.23,21.68,57.4,26.85,62.57,32.02,urbano
-12.10301,-76.88842,29.37,78.24,48.88,27.761,crecimiento_alto,1,107.72,29.47,119.93,41.69,132.15,53.91,144.37,66.13,156.59,78.35,urbano_denso
-12.10301,-76.88,53.08,68.18,15.1,6.457,crecimiento_alto,0,77.89,9.71,81.66,13.48,85.43,17.26,89.21,21.03,92.98,24.8,urbano_denso
-12.10301,-76.87158,29.7,52.92,23.22,15.534,crecimiento_alto,0,71.66,18.75,77.47,24.55,83.27,30.35,89.07,36.16,94.88,41.96,urbano
-12.10301,-76.86316,24.21,41.13,16.92,14.165,crecimiento_alto,0,49.53,8.41,53.76,12.64,57.99,16.87,62.22,21.09,66.45,25.32,urbano
-12.10301,-76.85474,5.74,12.87,7.13,22.376,crecimiento_alto,0,17.89,5.02,19.67,6.8,21.45,8.59,23.23,10.37,25.02,12.15,peri-urbano
-12.10301,-76.84632,3.72,7.06,3.34,17.366,crecimiento_alto,0,9.41,2.35,10.24,3.19,11.08,4.02,11.91,4.86,12.75,5.69,rural
-12.10301,-76.83789,14.11,10.91,-3.19,-6.214,decrecimiento,0,7.15,-3.76,6.35,-4.56,5.55,-5.36,4.75,-6.16,3.96,-6.96,peri-urbano
-12.10301,-76.82947,11.35,15.97,4.62,8.91,crecimiento_alto,0,16.95,0.97,18.1,2.13,19.26,3.28,20.41,4.44,21.57,5.59,peri-urbano
-12.10301,-76.82105,12.51,14.61,2.1,3.953,crecimiento_moderado,0,14.61,0.0,15.13,0.53,15.65,1.05,16.18,1.57,16.7,2.1,peri-urbano
-12.10301,-76.81263,7.83,8.75,0.92,2.807,crecimiento_moderado,0,8.64,-0.11,8.87,0.12,9.09,0.35,9.32,0.57,9.55,0.8,rural
-12.10301,-76.80421,14.04,13.98,-0.06,-0.108,estable,0,11.95,-2.03,11.94,-2.04,11.92,-2.06,11.91,-2.07,11.89,-2.09,peri-urbano
-12.11145,-77.2,0.4,0.41,0.01,0.398,estable,0,0.46,0.05,0.46,0.05,0.46,0.05,0.46,0.05,0.46,0.05,rural
-12.11145,-77.19158,1.17,1.82,0.66,11.808,crecimiento_alto,0,2.05,0.22,2.21,0.39,2.37,0.55,2.54,0.71,2.7,0.88,rural
-12.11145,-77.18316,0.96,2.42,1.46,25.966,crecimiento_alto,0,3.23,0.81,3.6,1.17,3.96,1.54,4.33,1.9,4.69,2.27,rural
-12.11145,-77.17474,0.82,1.64,0.82,19.05,crecimiento_alto,0,0.0,-1.64,0.0,-1.64,0.0,-1.64,0.0,-1.64,0.0,-1.64,rural
-12.11145,-77.16632,0.65,4.26,3.61,60.073,crecimiento_alto,0,6.46,2.19,7.36,3.1,8.26,4.0,9.17,4.9,10.07,5.81,rural
-12.11145,-77.15789,2.75,4.24,1.48,11.374,crecimiento_alto,0,0.0,-4.24,0.0,-4.24,0.0,-4.24,0.0,-4.24,0.0,-4.24,rural
-12.11145,-77.14947,2.55,3.47,0.92,8.034,crecimiento_alto,0,4.11,0.64,4.34,0.87,4.57,1.1,4.8,1.33,5.03,1.56,rural
-12.11145,-77.14105,2.29,5.39,3.11,23.922,crecimiento_alto,0,7.44,2.04,8.21,2.82,8.99,3.6,9.77,4.37,10.54,5.15,rural
-12.11145,-77.13263,4.68,2.79,-1.89,-12.153,decrecimiento,0,1.2,-1.59,0.72,-2.06,0.25,-2.54,0.0,-2.79,0.0,-2.79,rural
-12.11145,-77.12421,8.29,3.11,-5.17,-21.703,decrecimiento,0,0.0,-3.11,0.0,-3.11,0.0,-3.11,0.0,-3.11,0.0,-3.11,rural
-12.11145,-77.11579,11.5,3.43,-8.07,-26.086,decrecimiento,0,0.0,-3.43,0.0,-3.43,0.0,-3.43,0.0,-3.43,0.0,-3.43,rural
-12.11145,-77.10737,0.0,3.85,0.0,687.729,crecimiento_alto,0,0.0,-3.85,0.0,-3.85,0.0,-3.85,0.0,-3.85,0.0,-3.85,rural
-12.11145,-77.09895,0.0,4.2,0.0,705.146,crecimiento_alto,0,0.0,-4.2,0.0,-4.2,0.0,-4.2,0.0,-4.2,0.0,-4.2,rural
-12.11145,-77.09053,0.0,4.71,0.0,728.217,crecimiento_alto,0,0.0,-4.71,0.0,-4.71,0.0,-4.71,0.0,-4.71,0.0,-4.71,rural
-12.11145,-77.08211,0.0,10.89,0.0,921.506,crecimiento_alto,0,0.0,-10.89,0.0,-10.89,0.0,-10.89,0.0,-10.89,0.0,-10.89,peri-urbano
-12.11145,-77.07368,0.0,14.58,0.0,998.912,crecimiento_alto,0,0.0,-14.58,0.0,-14.58,0.0,-14.58,0.0,-14.58,0.0,-14.58,peri-urbano
-12.11145,-77.06526,19.75,22.05,2.3,2.796,crecimiento_moderado,0,27.66,5.61,28.23,6.18,28.81,6.76,29.39,7.33,29.96,7.91,peri-urbano
-12.11145,-77.05684,27.06,63.65,36.59,23.841,crecimiento_alto,1,0.0,-63.65,0.0,-63.65,0.0,-63.65,0.0,-63.65,0.0,-63.65,urbano_denso
-12.11145,-77.04842,48.77,126.31,77.54,26.858,crecimiento_alto,1,175.03,48.73,194.42,68.11,213.8,87.49,233.18,106.88,252.57,126.26,centro_comercial
-12.11145,-77.04,62.6,141.63,79.03,22.646,crecimiento_alto,1,189.52,47.89,209.28,67.65,229.03,87.41,248.79,107.16,268.55,126.92,centro_comercial
-12.11145,-77.03158,88.91,150.84,61.93,14.128,crecimiento_alto,1,194.85,44.01,210.33,59.5,225.82,74.98,241.3,90.46,256.78,105.94,centro_comercial
-12.11145,-77.02316,78.38,137.52,59.15,15.092,crecimiento_alto,1,179.36,41.84,194.15,56.62,208.93,71.41,223.72,86.2,238.51,100.98,centro_comercial
-12.11145,-77.01474,93.32,135.89,42.57,9.851,crecimiento_alto,1,168.5,32.61,179.14,43.25,189.78,53.89,200.42,64.54,211.07,75.18,centro_comercial
-12.11145,-77.00632,122.16,155.01,32.85,6.135,crecimiento_alto,0,172.79,17.78,181.0,25.99,189.21,34.2,197.43,42.42,205.64,50.63,centro_comercial
-12.11145,-76.99789,124.58,151.31,26.74,4.981,crecimiento_moderado,0,157.1,5.79,163.79,12.47,170.47,19.16,177.16,25.84,183.84,32.53,centro_comercial
-12.11145,-76.98947,88.9,131.13,42.23,10.204,crecimiento_alto,1,162.09,30.97,172.65,41.52,183.21,52.08,193.77,62.64,204.32,73.19,centro_comercial
-12.11145,-76.98105,76.46,149.65,73.19,18.281,crecimiento_alto,1,204.68,55.03,222.98,73.33,241.28,91.63,259.58,109.93,277.88,128.23,centro_comercial
-12.11145,-76.97263,70.36,69.36,-1.01,-0.36,estable,0,73.15,3.8,72.9,3.54,72.65,3.29,72.4,3.04,72.15,2.79,urbano_denso
-12.11145,-76.96421,36.13,27.8,-8.33,-6.34,decrecimiento,0,28.18,0.38,26.1,-1.7,24.02,-3.78,21.93,-5.87,19.85,-7.95,peri-urbano
-12.11145,-76.95579,19.27,24.33,5.06,5.999,crecimiento_alto,0,33.03,8.69,34.29,9.96,35.55,11.22,36.82,12.49,38.08,13.75,peri-urbano
-12.11145,-76.94737,31.58,47.12,15.54,10.522,crecimiento_alto,0,70.65,23.53,74.53,27.42,78.42,31.3,82.3,35.19,86.19,39.07,urbano
-12.11145,-76.93895,73.46,68.49,-4.98,-1.738,decrecimiento,0,67.13,-1.35,65.89,-2.6,64.64,-3.84,63.4,-5.09,62.16,-6.33,urbano_denso
-12.11145,-76.93053,13.59,13.83,0.24,0.433,estable,0,13.88,0.05,13.94,0.11,14.0,0.17,14.06,0.23,14.12,0.29,peri-urbano
-12.11145,-76.92211,5.69,8.23,2.55,9.704,crecimiento_alto,0,10.04,1.8,10.67,2.44,11.31,3.08,11.95,3.71,12.59,4.35,rural
-12.11145,-76.91368,4.34,6.78,2.43,11.771,crecimiento_alto,0,8.19,1.41,8.8,2.02,9.41,2.63,10.01,3.24,10.62,3.85,rural
-12.11145,-76.90526,3.9,5.28,1.38,7.861,crecimiento_alto,0,6.1,0.82,6.44,1.16,6.79,1.51,7.13,1.85,7.48,2.2,rural
-12.11145,-76.89684,2.78,6.89,4.11,25.468,crecimiento_alto,0,10.15,3.26,11.17,4.28,12.2,5.31,13.23,6.34,14.26,7.37,rural
-12.11145,-76.88842,8.9,17.54,8.64,18.481,crecimiento_alto,0,22.56,5.02,24.72,7.18,26.88,9.34,29.04,11.5,31.2,13.66,peri-urbano
-12.11145,-76.88,31.17,61.64,30.47,18.587,crecimiento_alto,0,77.14,15.5,84.76,23.11,92.38,30.73,99.99,38.35,107.61,45.97,urbano_denso
-12.11145,-76.87158,35.91,63.39,27.48,15.269,crecimiento_alto,0,78.3,14.91,85.17,21.78,92.04,28.65,98.91,35.52,105.78,42.39,urbano_denso
-12.11145,-76.86316,13.51,24.42,10.92,15.961,crecimiento_alto,0,30.93,6.51,33.66,9.24,36.39,11.97,39.12,14.7,41.85,17.43,peri-urbano
-12.11145,-76.85474,3.56,7.41,3.84,20.085,crecimiento_alto,0,10.13,2.73,11.1,3.69,12.06,4.65,13.02,5.61,13.98,6.57,rural
-12.11145,-76.84632,2.81,5.61,2.8,18.843,crecimiento_alto,0,7.66,2.05,8.36,2.75,9.06,3.45,9.76,4.15,10.46,4.85,rural
-12.11145,-76.83789,7.26,6.91,-0.35,-1.22,decrecimiento,0,5.81,-1.1,5.72,-1.19,5.64,-1.28,5.55,-1.36,5.46,-1.45,rural
-12.11145,-76.82947,12.67,13.74,1.07,2.044,crecimiento_moderado,0,14.08,0.34,14.35,0.6,14.61,0.87,14.88,1.14,15.15,1.41,peri-urbano
-12.11145,-76.82105,19.08,26.29,7.21,8.349,crecimiento_alto,0,27.31,1.02,29.11,2.82,30.92,4.63,32.72,6.43,34.52,8.23,peri-urbano
-12.11145,-76.81263,16.15,15.69,-0.46,-0.717,estable,0,11.68,-4.01,11.57,-4.12,11.45,-4.24,11.34,-4.35,11.22,-4.47,peri-urbano
-12.11145,-76.80421,4.97,9.57,4.6,17.808,crecimiento_alto,0,11.54,1.97,12.69,3.12,13.84,4.27,14.99,5.42,16.14,6.57,rural
-12.11988,-77.2,0.79,0.64,-0.15,-5.193,decrecimiento,0,0.0,-0.64,0.0,-0.64,0.0,-0.64,0.0,-0.64,0.0,-0.64,rural
-12.11988,-77.19158,0.74,0.66,-0.08,-2.769,decrecimiento,0,0.45,-0.21,0.43,-0.23,0.41,-0.25,0.39,-0.27,0.37,-0.29,rural
-12.11988,-77.18316,0.66,1.89,1.23,30.008,crecimiento_alto,0,2.68,0.79,2.99,1.09,3.29,1.4,3.6,1.71,3.91,2.02,rural
-12.11988,-77.17474,0.5,0.9,0.39,15.567,crecimiento_alto,0,0.0,-0.9,0.0,-0.9,0.0,-0.9,0.0,-0.9,0.0,-0.9,rural
-12.11988,-77.16632,0.42,1.55,1.13,38.688,crecimiento_alto,0,0.0,-1.55,0.0,-1.55,0.0,-1.55,0.0,-1.55,0.0,-1.55,rural
-12.11988,-77.15789,0.51,1.71,1.2,35.045,crecimiento_alto,0,0.0,-1.71,0.0,-1.71,0.0,-1.71,0.0,-1.71,0.0,-1.71,rural
-12.11988,-77.14947,1.85,1.98,0.13,1.768,crecimiento_moderado,0,2.34,0.35,2.37,0.39,2.4,0.42,2.44,0.45,2.47,0.49,rural
-12.11988,-77.14105,2.6,2.39,-0.21,-2.046,decrecimiento,0,2.31,-0.08,2.26,-0.13,2.2,-0.19,2.15,-0.24,2.1,-0.29,rural
-12.11988,-77.13263,4.97,2.29,-2.68,-17.587,decrecimiento,0,0.05,-2.24,0.0,-2.29,0.0,-2.29,0.0,-2.29,0.0,-2.29,rural
-12.11988,-77.12421,6.66,2.46,-4.21,-22.087,decrecimiento,0,0.0,-2.46,0.0,-2.46,0.0,-2.46,0.0,-2.46,0.0,-2.46,rural
-12.11988,-77.11579,7.16,2.78,-4.38,-21.083,decrecimiento,0,0.0,-2.78,0.0,-2.78,0.0,-2.78,0.0,-2.78,0.0,-2.78,rural
-12.11988,-77.10737,2.86,3.14,0.28,2.337,crecimiento_moderado,0,0.0,-3.14,0.0,-3.14,0.0,-3.14,0.0,-3.14,0.0,-3.14,rural
-12.11988,-77.09895,0.0,3.52,0.0,670.18,crecimiento_alto,0,0.0,-3.52,0.0,-3.52,0.0,-3.52,0.0,-3.52,0.0,-3.52,rural
-12.11988,-77.09053,0.0,4.13,0.0,701.824,crecimiento_alto,0,0.0,-4.13,0.0,-4.13,0.0,-4.13,0.0,-4.13,0.0,-4.13,rural
-12.11988,-77.08211,0.0,4.32,0.0,710.739,crecimiento_alto,0,0.0,-4.32,0.0,-4.32,0.0,-4.32,0.0,-4.32,0.0,-4.32,rural
-12.11988,-77.07368,19.22,5.71,-13.51,-26.178,decrecimiento,0,0.0,-5.71,0.0,-5.71,0.0,-5.71,0.0,-5.71,0.0,-5.71,rural
-12.11988,-77.06526,0.0,23.93,0.0,1143.699,crecimiento_alto,0,0.0,-23.93,0.0,-23.93,0.0,-23.93,0.0,-23.93,0.0,-23.93,peri-urbano
-12.11988,-77.05684,25.87,31.45,5.59,5.008,crecimiento_alto,0,0.0,-31.45,0.0,-31.45,0.0,-31.45,0.0,-31.45,0.0,-31.45,urbano
-12.11988,-77.04842,37.24,73.45,36.21,18.508,crecimiento_alto,1,91.79,18.33,100.84,27.39,109.89,36.44,118.94,45.49,128.0,54.55,urbano_denso
-12.11988,-77.04,62.39,115.11,52.73,16.549,crecimiento_alto,1,146.69,31.58,159.87,44.76,173.05,57.94,186.23,71.12,199.41,84.3,urbano_denso
-12.11988,-77.03158,117.76,151.73,33.97,6.541,crecimiento_alto,1,159.96,8.23,168.45,16.72,176.94,25.21,185.43,33.7,193.93,42.2,centro_comercial
-12.11988,-77.02316,84.01,130.4,46.38,11.616,crecimiento_alto,1,161.4,31.0,172.99,42.6,184.59,54.19,196.18,65.79,207.78,77.38,centro_comercial
-12.11988,-77.01474,85.36,124.29,38.93,9.849,crecimiento_alto,1,148.51,24.23,158.25,33.96,167.98,43.69,177.71,53.42,187.45,63.16,centro_comercial
-12.11988,-77.00632,138.28,147.66,9.38,1.655,crecimiento_moderado,0,140.87,-6.79,143.22,-4.44,145.57,-2.1,147.91,0.25,150.26,2.6,centro_comercial
-12.11988,-76.99789,130.51,146.84,16.33,2.991,crecimiento_moderado,0,152.79,5.95,156.87,10.03,160.95,14.12,165.03,18.2,169.12,22.28,centro_comercial
-12.11988,-76.98947,160.11,158.4,-1.71,-0.268,estable,0,143.43,-14.97,143.0,-15.4,142.57,-15.83,142.14,-16.26,141.71,-16.68,centro_comercial
-12.11988,-76.98105,96.23,135.09,38.86,8.85,crecimiento_alto,1,155.62,20.53,165.33,30.24,175.05,39.96,184.76,49.67,194.48,59.39,centro_comercial
-12.11988,-76.97263,79.77,70.03,-9.74,-3.204,decrecimiento,0,59.28,-10.75,56.85,-13.18,54.41,-15.62,51.97,-18.06,49.54,-20.49,urbano_denso
-12.11988,-76.96421,38.89,84.16,45.26,21.284,crecimiento_alto,1,120.56,36.4,131.87,47.71,143.19,59.03,154.5,70.35,165.82,81.66,urbano_denso
-12.11988,-76.95579,42.13,70.5,28.37,13.735,crecimiento_alto,0,87.81,17.31,94.9,24.4,101.99,31.49,109.08,38.58,116.17,45.68,urbano_denso
-12.11988,-76.94737,27.51,48.63,21.11,15.301,crecimiento_alto,0,68.06,19.43,73.33,24.71,78.61,29.99,83.89,35.26,89.17,40.54,urbano
-12.11988,-76.93895,15.16,28.84,13.68,17.436,crecimiento_alto,0,40.38,11.54,43.79,14.95,47.21,18.37,50.63,21.79,54.05,25.21,peri-urbano
-12.11988,-76.93053,11.69,20.36,8.67,14.874,crecimiento_alto,0,27.69,7.33,29.86,9.5,32.02,11.66,34.19,13.83,36.36,16.0,peri-urbano
-12.11988,-76.92211,5.19,15.48,10.29,31.433,crecimiento_alto,0,22.4,6.92,24.98,9.5,27.55,12.07,30.12,14.64,32.7,17.22,peri-urbano
-12.11988,-76.91368,4.06,7.18,3.12,15.33,crecimiento_alto,0,9.41,2.23,10.19,3.01,10.97,3.79,11.75,4.57,12.53,5.35,rural
-12.11988,-76.90526,3.66,5.52,1.85,10.78,crecimiento_alto,0,6.68,1.17,7.15,1.63,7.61,2.09,8.07,2.56,8.54,3.02,rural
-12.11988,-76.89684,3.29,5.68,2.39,14.618,crecimiento_alto,0,7.35,1.67,7.95,2.26,8.54,2.86,9.14,3.46,9.74,4.06,rural
-12.11988,-76.88842,6.97,12.7,5.72,16.159,crecimiento_alto,0,15.87,3.17,17.3,4.6,18.73,6.03,20.16,7.46,21.59,8.89,peri-urbano
-12.11988,-76.88,18.83,41.8,22.96,22.056,crecimiento_alto,0,54.55,12.75,60.29,18.49,66.03,24.23,71.77,29.98,77.51,35.72,urbano
-12.11988,-76.87158,18.24,44.14,25.89,24.717,crecimiento_alto,0,58.97,14.83,65.44,21.31,71.92,27.78,78.39,34.25,84.86,40.73,urbano
-12.11988,-76.86316,4.66,12.27,7.61,27.407,crecimiento_alto,0,17.28,5.01,19.18,6.91,21.08,8.82,22.99,10.72,24.89,12.62,peri-urbano
-12.11988,-76.85474,2.74,6.2,3.46,22.626,crecimiento_alto,0,8.59,2.39,9.45,3.26,10.32,4.12,11.18,4.99,12.05,5.85,rural
-12.11988,-76.84632,2.47,4.32,1.86,15.062,crecimiento_alto,0,5.68,1.36,6.15,1.82,6.61,2.29,7.07,2.75,7.54,3.22,rural
-12.11988,-76.83789,2.39,4.41,2.02,16.574,crecimiento_alto,0,5.95,1.54,6.46,2.05,6.96,2.55,7.47,3.06,7.97,3.56,rural
-12.11988,-76.82947,2.81,4.58,1.77,12.961,crecimiento_alto,0,5.77,1.19,6.21,1.63,6.66,2.08,7.1,2.52,7.54,2.96,rural
-12.11988,-76.82105,8.76,10.37,1.61,4.312,crecimiento_moderado,0,10.4,0.04,10.8,0.44,11.21,0.84,11.61,1.24,12.01,1.65,peri-urbano
-12.11988,-76.81263,14.46,15.63,1.17,1.965,crecimiento_moderado,0,14.05,-1.58,14.34,-1.29,14.64,-1.0,14.93,-0.7,15.22,-0.41,peri-urbano
-12.11988,-76.80421,3.11,5.77,2.66,16.688,crecimiento_alto,0,6.98,1.21,7.65,1.88,8.31,2.54,8.98,3.21,9.64,3.87,rural
-12.12831,-77.2,0.33,0.78,0.44,23.592,crecimiento_alto,0,0.0,-0.78,0.0,-0.78,0.0,-0.78,0.0,-0.78,0.0,-0.78,rural
-12.12831,-77.19158,0.48,0.62,0.14,6.845,crecimiento_alto,0,0.0,-0.62,0.0,-0.62,0.0,-0.62,0.0,-0.62,0.0,-0.62,rural
-12.12831,-77.18316,0.57,0.98,0.42,14.753,crecimiento_alto,0,0.0,-0.98,0.0,-0.98,0.0,-0.98,0.0,-0.98,0.0,-0.98,rural
-12.12831,-77.17474,0.54,0.76,0.22,8.986,crecimiento_alto,0,0.93,0.17,0.99,0.23,1.04,0.28,1.1,0.34,1.15,0.39,rural
-12.12831,-77.16632,0.3,0.88,0.58,30.968,crecimiento_alto,0,1.31,0.43,1.45,0.57,1.6,0.72,1.74,0.86,1.89,1.01,rural
-12.12831,-77.15789,0.8,0.0,0.0,-81.22,decrecimiento,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-12.12831,-77.14947,2.18,1.72,-0.45,-5.661,decrecimiento,0,0.92,-0.8,0.81,-0.92,0.69,-1.03,0.58,-1.14,0.47,-1.26,rural
-12.12831,-77.14105,2.28,1.79,-0.49,-5.814,decrecimiento,0,1.01,-0.79,0.88,-0.91,0.76,-1.03,0.64,-1.15,0.52,-1.27,rural
-12.12831,-77.13263,2.44,2.07,-0.37,-4.017,decrecimiento,0,0.0,-2.07,0.0,-2.07,0.0,-2.07,0.0,-2.07,0.0,-2.07,rural
-12.12831,-77.12421,4.97,3.42,-1.55,-8.92,decrecimiento,0,0.0,-3.42,0.0,-3.42,0.0,-3.42,0.0,-3.42,0.0,-3.42,rural
-12.12831,-77.11579,3.79,2.31,-1.48,-11.619,decrecimiento,0,0.0,-2.31,0.0,-2.31,0.0,-2.31,0.0,-2.31,0.0,-2.31,rural
-12.12831,-77.10737,6.95,2.99,-3.96,-18.995,decrecimiento,0,0.0,-2.99,0.0,-2.99,0.0,-2.99,0.0,-2.99,0.0,-2.99,rural
-12.12831,-77.09895,9.24,3.26,-5.99,-22.957,decrecimiento,0,0.0,-3.26,0.0,-3.26,0.0,-3.26,0.0,-3.26,0.0,-3.26,rural
-12.12831,-77.09053,9.77,3.29,-6.48,-23.832,decrecimiento,0,0.0,-3.29,0.0,-3.29,0.0,-3.29,0.0,-3.29,0.0,-3.29,rural
-12.12831,-77.08211,13.74,4.01,-9.74,-26.521,decrecimiento,0,0.0,-4.01,0.0,-4.01,0.0,-4.01,0.0,-4.01,0.0,-4.01,rural
-12.12831,-77.07368,15.22,9.01,-6.21,-12.287,decrecimiento,0,0.0,-9.01,0.0,-9.01,0.0,-9.01,0.0,-9.01,0.0,-9.01,rural
-12.12831,-77.06526,0.0,13.96,0.0,987.04,crecimiento_alto,0,0.0,-13.96,0.0,-13.96,0.0,-13.96,0.0,-13.96,0.0,-13.96,peri-urbano
-12.12831,-77.05684,0.0,14.4,0.0,995.394,crecimiento_alto,0,0.0,-14.4,0.0,-14.4,0.0,-14.4,0.0,-14.4,0.0,-14.4,peri-urbano
-12.12831,-77.04842,23.43,26.13,2.7,2.763,crecimiento_moderado,0,24.93,-1.19,25.61,-0.52,26.28,0.16,26.96,0.83,27.63,1.51,peri-urbano
-12.12831,-77.04,43.56,53.34,9.78,5.195,crecimiento_alto,0,61.78,8.44,64.23,10.89,66.67,13.33,69.12,15.78,71.56,18.22,urbano
-12.12831,-77.03158,77.82,126.48,48.65,12.908,crecimiento_alto,1,155.28,28.8,167.44,40.96,179.6,53.13,191.77,65.29,203.93,77.45,centro_comercial
-12.12831,-77.02316,86.27,133.27,47.0,11.486,crecimiento_alto,1,0.0,-133.27,0.0,-133.27,0.0,-133.27,0.0,-133.27,0.0,-133.27,centro_comercial
-12.12831,-77.01474,118.98,136.11,17.13,3.42,crecimiento_moderado,0,123.69,-12.42,127.97,-8.14,132.26,-3.85,136.54,0.43,140.82,4.71,centro_comercial
-12.12831,-77.00632,129.23,152.39,23.16,4.208,crecimiento_moderado,0,152.15,-0.24,157.94,5.55,163.73,11.34,169.52,17.13,175.31,22.92,centro_comercial
-12.12831,-76.99789,120.44,140.95,20.5,4.008,crecimiento_moderado,0,145.42,4.47,150.55,9.6,155.67,14.73,160.8,19.85,165.92,24.98,centro_comercial
-12.12831,-76.98947,124.01,190.46,66.45,11.324,crecimiento_alto,1,226.11,35.65,242.72,52.26,259.33,68.87,275.94,85.49,292.56,102.1,centro_comercial
-12.12831,-76.98105,95.6,146.23,50.63,11.21,crecimiento_alto,1,172.34,26.11,185.0,38.77,197.66,51.42,210.31,64.08,222.97,76.74,centro_comercial
-12.12831,-76.97263,93.02,134.19,41.17,9.594,crecimiento_alto,1,152.92,18.73,163.21,29.02,173.51,39.31,183.8,49.61,194.09,59.9,centro_comercial
-12.12831,-76.96421,80.88,145.25,64.37,15.764,crecimiento_alto,1,184.39,39.14,200.48,55.23,216.58,71.33,232.67,87.42,248.76,103.51,centro_comercial
-12.12831,-76.95579,55.08,98.22,43.14,15.56,crecimiento_alto,1,124.12,25.9,134.91,36.69,145.7,47.47,156.48,58.26,167.27,69.05,urbano_denso
-12.12831,-76.94737,55.75,95.61,39.86,14.438,crecimiento_alto,1,119.34,23.73,129.31,33.69,139.27,43.66,149.24,53.63,159.2,63.59,urbano_denso
-12.12831,-76.93895,25.82,75.29,49.47,30.678,crecimiento_alto,1,108.75,33.46,121.12,45.83,133.49,58.2,145.86,70.57,158.23,82.93,urbano_denso
-12.12831,-76.93053,10.45,31.79,21.33,32.053,crecimiento_alto,0,48.35,16.56,53.68,21.9,59.01,27.23,64.35,32.56,69.68,37.89,urbano
-12.12831,-76.92211,4.93,8.19,3.26,13.529,crecimiento_alto,0,10.28,2.09,11.1,2.9,11.91,3.72,12.73,4.54,13.54,5.35,rural
-12.12831,-76.91368,3.86,7.24,3.38,17.017,crecimiento_alto,0,9.65,2.41,10.5,3.25,11.34,4.1,12.19,4.94,13.03,5.79,rural
-12.12831,-76.90526,3.75,5.51,1.76,10.077,crecimiento_alto,0,6.82,1.31,7.26,1.75,7.69,2.19,8.13,2.63,8.57,3.06,rural
-12.12831,-76.89684,3.05,5.44,2.39,15.569,crecimiento_alto,0,7.27,1.83,7.86,2.43,8.46,3.02,9.06,3.62,9.65,4.22,rural
-12.12831,-76.88842,4.17,6.39,2.22,11.274,crecimiento_alto,0,7.87,1.48,8.43,2.03,8.98,2.59,9.54,3.15,10.1,3.7,rural
-12.12831,-76.88,9.77,19.14,9.37,18.302,crecimiento_alto,0,25.12,5.98,27.46,8.32,29.8,10.66,32.14,13.0,34.48,15.35,peri-urbano
-12.12831,-76.87158,10.18,29.38,19.2,30.329,crecimiento_alto,0,40.63,11.25,45.43,16.05,50.23,20.85,55.03,25.65,59.83,30.45,peri-urbano
-12.12831,-76.86316,3.47,8.94,5.47,26.722,crecimiento_alto,0,13.0,4.06,14.36,5.42,15.73,6.79,17.1,8.16,18.47,9.53,rural
-12.12831,-76.85474,2.76,5.23,2.47,17.346,crecimiento_alto,0,7.09,1.86,7.71,2.48,8.33,3.09,8.95,3.71,9.57,4.33,rural
-12.12831,-76.84632,2.42,4.22,1.8,14.866,crecimiento_alto,0,5.49,1.27,5.94,1.72,6.39,2.17,6.84,2.62,7.29,3.07,rural
-12.12831,-76.83789,2.2,4.08,1.87,16.614,crecimiento_alto,0,5.55,1.47,6.01,1.94,6.48,2.41,6.95,2.87,7.42,3.34,rural
-12.12831,-76.82947,5.53,8.08,2.55,9.93,crecimiento_alto,0,9.63,1.55,10.27,2.18,10.9,2.82,11.54,3.46,12.18,4.1,rural
-12.12831,-76.82105,9.25,9.28,0.04,0.1,estable,0,8.48,-0.81,8.49,-0.8,8.5,-0.79,8.51,-0.78,8.51,-0.77,rural
-12.12831,-76.81263,5.2,10.34,5.14,18.727,crecimiento_alto,0,13.52,3.18,14.8,4.46,16.09,5.74,17.37,7.03,18.65,8.31,peri-urbano
-12.12831,-76.80421,2.43,4.19,1.77,14.653,crecimiento_alto,0,5.53,1.33,5.97,1.78,6.41,2.22,6.85,2.66,7.29,3.1,rural
-12.13675,-77.2,0.44,0.59,0.15,7.574,crecimiento_alto,0,0.6,0.01,0.63,0.05,0.67,0.08,0.71,0.12,0.74,0.16,rural
-12.13675,-77.19158,0.57,0.62,0.05,2.108,crecimiento_moderado,0,0.0,-0.62,0.0,-0.62,0.0,-0.62,0.0,-0.62,0.0,-0.62,rural
-12.13675,-77.18316,0.67,0.83,0.16,5.446,crecimiento_alto,0,1.02,0.2,1.06,0.24,1.1,0.28,1.14,0.31,1.18,0.35,rural
-12.13675,-77.17474,0.79,0.81,0.02,0.62,estable,0,0.77,-0.04,0.78,-0.03,0.78,-0.03,0.79,-0.02,0.79,-0.02,rural
